"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00009169","카페 베아띠","004","기타외식업(다방패스트푸드등)","서울특별시 중구 삼일대로 300 (충무로2가)","02-2264-8695","명동역10번출구 이비스엠버스타호텔 옆","영업시간 :  07:00 ~ 19:00 좌석수 : 20 휴무일 :  일요일 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :","따뜻한 햇살가득하고 남산타워가 보이며 예쁜 소품들이 미소를 머물게 하는 행복한 작은 가게","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180111144759.jpg"
"00009037","곰닭","001","한식","서울특별시 서대문구 홍은중앙로 116-1 (홍은동)","02-6406-9291","null","영업시간 : 10:30~23:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009374","우리식당","001","한식","서울특별시 강서구 강서로5나길 144-8","02-2698-7026","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","낮은가격 청결한업소","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20191226135922.jpg"
"00009114","다  담","001","한식","서울특별시 금천구 디지털로9길 68 대륭포스트타워5차 B113호 (가산동)","02-521-4755","","영업시간 : 09:00~21:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914150646.png"
"00009396","요기루","004","기타외식업(다방패스트푸드등)","서울특별시 강남구 남부순환로 2917 청실종합상가 지하1층 9호","02-557-2460","null","영업시간 :11:00~20:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200831134534.jpg"
"00009116","금천식당","001","한식","서울특별시 금천구 시흥대로56길 22 (시흥동)","02-809-5530","","영업시간 : 12:00~22:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914151700.png"
"00009357","남도맛집","001","한식","서울특별시 논현로114길 14","02-546-5737","null","영업시간 :07:00~20:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 : ","30년간 식당을 하며 가족이 운영하고 있음. 전라도 음식의 특징으로 양념이 강함.","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190924134756.jpg"
"00009397","오감만족","004","기타외식업(다방패스트푸드등)","서울특별시 밤고개로24길 52","02-445-9294","","영업시간 :평일 11:00~20:30 토 11:00~15:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200831134839.jpg"
"00009350","멀티분식","004","기타외식업(다방패스트푸드등)","서울특별시 테헤란로8길 13","02-501-3453","null","영업시간 :07:00~22:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :1~2대 홈페이지 주소 : 전자우편주소 : 기타 :   ","2002년부터 영업","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190924131103.jpg"
"00009056","의정부 부대찌개","001","한식","서울특별시 도봉구 덕릉로60길 57 (창동)","02-998-6977","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","깨끗하고 친절함.","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170208174344.jpg"
"00009149","한잎","001","한식","서울특별시 서대문구 세무서7길 6-2 (홍제동)","391-7770","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009410","헤어아이디","005","이 미용업","서울특별시 광진구 능동로48길 75","02-452-0981","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009411","헤어아이디","005","이 미용업","서울특별시 광진구 능동로48길 75","452-0981","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210125164117.jpg"
"00009209","건영사우나","006","목욕업","서울특별시 성동구 동일로 263 (송정동 송정동 건영아파트)","02-464-9888","","영업시간 :  하루 24시간 운영 휴무일 : 연중무휴 주차 : O ","주변 사우나 이용료보다 저렴하고 주인의 친절한 서비스로 단골 손님들이 많음 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180724112351.jpg"
"00009120","신가네참숯민물장어","001","한식","서울특별시 금천구 시흥대로52길 18 (시흥동)","02-802-2999","null","영업시간 : 12:00~01:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009376","남원종가집추어탕","001","한식","서울특별시 강남대로48길 8 ","02-3462-6667","null","영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200513132551.jpg"
"00009409","헤어아이디","005","이 미용업","서울특별시 광진구 능동로48길 75","02-452-0981","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210125163912.jpg"
"00009050","가로수길칼국수","001","한식","서울특별시 강남구 압구정로2길 46 강남상가 1층 19호","02-512-6474","null","영업시간 : 10:00~22:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :      ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170404102620.jpg"
"00009068","옛날짜장","002","중식","서울특별시 영등포구 신풍로 18-1 (신길동)","02-845-5570","","영업시간 : 11:00~21:00 좌석수 :  휴무일 : 연중무휴 배달 : 불가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 없음 전자우편주소 : 없음 기타 :","가족영업으로 인건비 절감 가족같은 서비스 제공","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170717163616.JPG"
"00009415","돈필","003","경양식일식","서울특별시 광진구 동일로72길 38","444-3326","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210204171017.jpg"
"00009412","생생칼국수","001","한식","서울특별시 광진구 군자로 104","2039-7878","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210204142953.jpg"
"00009245","국민우동집","001","한식","서울특별시 강남구 테헤란로4길 38 (역삼동)","02-555-5849","null","영업시간 : 24시간 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190218102715.jpg"
"00009100","얼큰순대국","001","한식","서울특별시 금천구 범안로 1201 1층 (독산동)","02-809-8550","null","영업시간 : 04:00~22:00 좌석수 : 휴무일 : 배달 : 불가 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170914140124.png"
"00009072","속초맛집","001","한식","서울특별시 동대문구 제기로 86 (청량리동)","963-3036","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","대부분의 해물을 국내산(속초)에서 직송받아 싱싱하고 국내산을 이용하는 타 해물식당보다 저렴함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009406","미라클센터","001","한식","서울특별시 송이로 17길  54-28","02-443-3295","","영업시간 : 좌석수 : 휴무일 : 배달 : 불가능(근거리 가능) 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009407","미라클센터","001","한식","서울특별시 송이로 17길  54-28","02-443-3295","","영업시간 : 좌석수 : 휴무일 : 배달 : 불가능(근거리 가능) 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009408","미라클센터","001","한식","서울특별시 송이로 17길  54-28","02-443-3295","","영업시간 : 좌석수 : 휴무일 : 배달 : 불가능(근거리 가능) 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009482","어머니찌개","001","한식","서울특별시 도봉구 도봉로152길 16(방학동)","956-8312","","영업시간 : 09:00-23:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","방학역 주변에 위치하여 접근성이 뛰어나며 한끼식사로 손색이 없음","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009432","즉석우동짜장","002","중식","서울특별시 서울 관악구 남부순환로 1726 1층","070-7758-8227","봉천역 2번출구에서 43m","영업시간 : 11:00~22:00 좌석수 : 20석 배달 : 가능 예약 : 가능 카드 : 가능    ","* 짜장면4000원 짬뽕 5000원으로 파격적인 가격으로 맛있는 짜장면을 드실수 있습니다.","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211220130154.jpg"
"00009569","로데헤어 망원점","005","이 미용업","서울특별시 서울 마포구 월드컵로31길 48 1층","02-704-8289","null","null","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009464","씨티스퀘어","001","한식","서울특별시 서울 중구 서소문로 124","1111-1111","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009325","아이리스 분식","001","한식","서울특별시 동작구 상도로15길 98 (상도동)","827-0288","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923101035.jpg"
"00009023","태성순대국","001","한식","서울특별시 노원구 화랑로43길 18 (월계동)","02-912-6819","null","영업시간 : 7:30 ~ 21:30  휴무일 : 매월 첫째셋째 일요일 휴무 배달 : 배달불가 포장가능 주차 : 가능    ","&#9702;국내산 돈두와 내장 사용 &#9702;원재료를 직접 손질하여 재료비 절감 &#9702;매일 직접 담근 김치 제공 &#9702;20년 전통 식당 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170314160359.jpg"
"00009193","풍년갈비","001","한식","서울특별시 마포구 동교로 264 (연남동)","02-322-5818","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009313","용주골 생고기","001","한식","서울특별시 동작구 동작대로17길 5 (사당동)","583-5404","null","저렴한 가격 깨끗한 위생  ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923095140.jpg"
"00009175","향원","002","중식","서울특별시 노원구 석계로 27 (월계동)","02-941-3344","null","영업시간 : 09:00~21:00 배달 : 가능 주차 : 불가 ","가격이 저렴하고 사장님께서 친절하심","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180122112633.jpg"
"00009166","우리가참순대","001","한식","서울특별시 관악구 관악로 148 (봉천동)","02-883-1063","서울대입구역 2번출구에서 5분거리  관악구청 바로 맞은편","영업시간 : 10:00 ~ 23:00 좌석수 : 48 휴무일 : 없음 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가 홈페이지 주소 : chamsundae.modoo.at 전자우편주소 : 기타 :","평균가대비 10%이상 저렴. 가족경영 '부자가 만들고 모녀가 팝니다' 자원봉사활동 활발","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180108151339.jpg"
"00009336","조양사 세탁소","007","세탁업","서울특별시 동작구 사당로22길 44 (사당동)","583-3723","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923103104.jpg"
"00009201","은행나무갈매기","001","한식","서울특별시 금천구 금하로 678 (시흥동)","02-894-8999","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180712112246.jpg"
"00009314","맛구이촌","001","한식","서울특별시 동작구 흑석로8길 5 (흑석동)","823-6068","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923095412.jpg"
"00009308","사당골","001","한식","서울특별시 동작구 사당로10길 97 (사당동)","523-0274","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923094443.jpg"
"00009195","명동분식","001","한식","서울특별시 도봉구 도당로13가길 6 (방학동)","02-3493-6553","방학동 도깨비시장내 ","영업시간 : 09:00-20:00 좌석수 : 휴무일 : 배달 : 가능 예약 : 가능 카드 : 가능 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","도봉구 방학동 도깨비 시장내에 위치하여 주변 분식점보다 1000원정도 절감한 가격으로 음식 제공","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20180212112729.jpg"
"00009038","비락","002","중식","서울특별시 서대문구 연희로 243 (연희동)","02-394-6666","null","영업시간 : 24시간 좌석수 : 휴무일 : 배달 : O 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","24시간 운영 및 저렴한 가격","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009039","가원","002","중식","서울특별시 서대문구 통일로 422 (홍제동)","02-723-4149","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009124","누이네","001","한식","서울특별시 강남구 압구정로2길 46 (신사동 강남상가아파트) 1층 3호 40호","02-545-5195","null","영업시간 : 11:00~23:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 가능(1대) 홈페이지 주소 : 전자우편주소 : 기타 : ","시골에서 일주일에 한번 쌀이 올라와 밥맛이 좋고 직접담은 청국장으로 음식맛이 좋음","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20171011145326.jpg"
